YEAR,Value,ISO3_Code,WB_Code
2000,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1999,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1998,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1997,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1996,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1995,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1994,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1993,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1992,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1991,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
1990,24.9990552803986,SLB,GC.XPN.TOTL.GD.ZS
2021,,SLE,GC.XPN.TOTL.GD.ZS
2020,,SLE,GC.XPN.TOTL.GD.ZS
2019,,SLE,GC.XPN.TOTL.GD.ZS
2018,,SLE,GC.XPN.TOTL.GD.ZS
2017,,SLE,GC.XPN.TOTL.GD.ZS
2016,,SLE,GC.XPN.TOTL.GD.ZS
2015,,SLE,GC.XPN.TOTL.GD.ZS
2014,,SLE,GC.XPN.TOTL.GD.ZS
2013,,SLE,GC.XPN.TOTL.GD.ZS
2012,,SLE,GC.XPN.TOTL.GD.ZS
2011,,SLE,GC.XPN.TOTL.GD.ZS
2010,,SLE,GC.XPN.TOTL.GD.ZS
2009,,SLE,GC.XPN.TOTL.GD.ZS
2008,,SLE,GC.XPN.TOTL.GD.ZS
2007,,SLE,GC.XPN.TOTL.GD.ZS
2006,,SLE,GC.XPN.TOTL.GD.ZS
2005,,SLE,GC.XPN.TOTL.GD.ZS
2004,,SLE,GC.XPN.TOTL.GD.ZS
2003,,SLE,GC.XPN.TOTL.GD.ZS
2002,,SLE,GC.XPN.TOTL.GD.ZS
2001,,SLE,GC.XPN.TOTL.GD.ZS
2000,,SLE,GC.XPN.TOTL.GD.ZS
1999,,SLE,GC.XPN.TOTL.GD.ZS
1998,,SLE,GC.XPN.TOTL.GD.ZS
1997,,SLE,GC.XPN.TOTL.GD.ZS
1996,,SLE,GC.XPN.TOTL.GD.ZS
1995,,SLE,GC.XPN.TOTL.GD.ZS
1994,,SLE,GC.XPN.TOTL.GD.ZS
1993,,SLE,GC.XPN.TOTL.GD.ZS
1992,,SLE,GC.XPN.TOTL.GD.ZS
1991,,SLE,GC.XPN.TOTL.GD.ZS
1990,,SLE,GC.XPN.TOTL.GD.ZS
2021,29.5074843835756,SLV,GC.XPN.TOTL.GD.ZS
2020,33.9446069790407,SLV,GC.XPN.TOTL.GD.ZS
2019,24.7593666042437,SLV,GC.XPN.TOTL.GD.ZS
2018,24.7270938497397,SLV,GC.XPN.TOTL.GD.ZS
2017,24.8439899000093,SLV,GC.XPN.TOTL.GD.ZS
2016,23.2079037686245,SLV,GC.XPN.TOTL.GD.ZS
2015,22.7632940909989,SLV,GC.XPN.TOTL.GD.ZS
2014,22.7697175169483,SLV,GC.XPN.TOTL.GD.ZS
2013,22.9958128249062,SLV,GC.XPN.TOTL.GD.ZS
2012,22.9022053992888,SLV,GC.XPN.TOTL.GD.ZS
2011,24.8898726231008,SLV,GC.XPN.TOTL.GD.ZS
2010,24.1458115603277,SLV,GC.XPN.TOTL.GD.ZS
2009,25.8533021392349,SLV,GC.XPN.TOTL.GD.ZS
2008,22.7515707273464,SLV,GC.XPN.TOTL.GD.ZS
2007,20.5422722530016,SLV,GC.XPN.TOTL.GD.ZS
2006,22.529529890518,SLV,GC.XPN.TOTL.GD.ZS
2005,20.4755749081508,SLV,GC.XPN.TOTL.GD.ZS
2004,19.6177566278891,SLV,GC.XPN.TOTL.GD.ZS
2003,17.3445990446826,SLV,GC.XPN.TOTL.GD.ZS
2002,20.2223745800788,SLV,GC.XPN.TOTL.GD.ZS
2001,22.9700165444693,SLV,GC.XPN.TOTL.GD.ZS
2000,15.020032749119,SLV,GC.XPN.TOTL.GD.ZS
1999,14.236103818464,SLV,GC.XPN.TOTL.GD.ZS
1998,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
1997,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
1996,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
1995,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
1994,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
1993,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
1992,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
1991,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
1990,11.991675820809,SLV,GC.XPN.TOTL.GD.ZS
2021,44.0740495328967,SMR,GC.XPN.TOTL.GD.ZS
2020,47.440336858793,SMR,GC.XPN.TOTL.GD.ZS
2019,44.1548282272791,SMR,GC.XPN.TOTL.GD.ZS
2018,44.3657869864291,SMR,GC.XPN.TOTL.GD.ZS
2017,43.295388835887,SMR,GC.XPN.TOTL.GD.ZS
2016,44.9877172522711,SMR,GC.XPN.TOTL.GD.ZS
2015,45.2377645386161,SMR,GC.XPN.TOTL.GD.ZS
2014,45.6235726666667,SMR,GC.XPN.TOTL.GD.ZS
2013,46.0320867563291,SMR,GC.XPN.TOTL.GD.ZS
2012,44.6508169671737,SMR,GC.XPN.TOTL.GD.ZS
2011,41.7917820276286,SMR,GC.XPN.TOTL.GD.ZS
2010,37.2906898520085,SMR,GC.XPN.TOTL.GD.ZS
2009,36.0723472554054,SMR,GC.XPN.TOTL.GD.ZS
2008,30.7148607417381,SMR,GC.XPN.TOTL.GD.ZS
2007,30.4456554120225,SMR,GC.XPN.TOTL.GD.ZS
2006,29.303366330046,SMR,GC.XPN.TOTL.GD.ZS
2005,30.1599863210306,SMR,GC.XPN.TOTL.GD.ZS
2004,33.2718181885424,SMR,GC.XPN.TOTL.GD.ZS
2003,31.4963179659706,SMR,GC.XPN.TOTL.GD.ZS
2002,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
2001,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
2000,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1999,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1998,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1997,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1996,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1995,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1994,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1993,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1992,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1991,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
1990,35.9572969547325,SMR,GC.XPN.TOTL.GD.ZS
2021,0.0002127141181434,SOM,GC.XPN.TOTL.GD.ZS
2020,0.0002127141181434,SOM,GC.XPN.TOTL.GD.ZS
2019,0.0001385097458552,SOM,GC.XPN.TOTL.GD.ZS
2018,0.0001371416300083,SOM,GC.XPN.TOTL.GD.ZS
2017,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2016,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2015,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2014,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2013,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2012,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2011,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2010,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2009,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2008,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2007,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2006,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2005,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2004,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2003,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2002,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2001,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2000,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1999,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1998,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1997,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1996,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1995,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1994,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1993,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1992,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1991,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
1990,0.0001358845219942,SOM,GC.XPN.TOTL.GD.ZS
2021,37.6982895078739,SRB,GC.XPN.TOTL.GD.ZS
2020,42.5376524683873,SRB,GC.XPN.TOTL.GD.ZS
2019,35.742587631728,SRB,GC.XPN.TOTL.GD.ZS
2018,35.1923667823381,SRB,GC.XPN.TOTL.GD.ZS
2017,36.1410383011071,SRB,GC.XPN.TOTL.GD.ZS
2016,37.7905966728824,SRB,GC.XPN.TOTL.GD.ZS
2015,39.0527737026285,SRB,GC.XPN.TOTL.GD.ZS
2014,40.9109680719636,SRB,GC.XPN.TOTL.GD.ZS
2013,39.1277174777981,SRB,GC.XPN.TOTL.GD.ZS
2012,35.4259392948407,SRB,GC.XPN.TOTL.GD.ZS
2011,34.0831778366048,SRB,GC.XPN.TOTL.GD.ZS
2010,35.1190464053724,SRB,GC.XPN.TOTL.GD.ZS
2009,34.5091263592732,SRB,GC.XPN.TOTL.GD.ZS
2008,34.5414592727477,SRB,GC.XPN.TOTL.GD.ZS
2007,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
2006,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
2005,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
2004,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
2003,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
2002,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
2001,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
2000,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1999,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1998,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1997,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1996,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1995,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1994,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1993,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1992,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1991,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
1990,33.0653352858747,SRB,GC.XPN.TOTL.GD.ZS
2021,,SSD,GC.XPN.TOTL.GD.ZS
2020,,SSD,GC.XPN.TOTL.GD.ZS
2019,,SSD,GC.XPN.TOTL.GD.ZS
2018,,SSD,GC.XPN.TOTL.GD.ZS
2017,,SSD,GC.XPN.TOTL.GD.ZS
2016,,SSD,GC.XPN.TOTL.GD.ZS
2015,,SSD,GC.XPN.TOTL.GD.ZS
2014,,SSD,GC.XPN.TOTL.GD.ZS
2013,,SSD,GC.XPN.TOTL.GD.ZS
2012,,SSD,GC.XPN.TOTL.GD.ZS
2011,,SSD,GC.XPN.TOTL.GD.ZS
2010,,SSD,GC.XPN.TOTL.GD.ZS
2009,,SSD,GC.XPN.TOTL.GD.ZS
2008,,SSD,GC.XPN.TOTL.GD.ZS
2007,,SSD,GC.XPN.TOTL.GD.ZS
2006,,SSD,GC.XPN.TOTL.GD.ZS
2005,,SSD,GC.XPN.TOTL.GD.ZS
2004,,SSD,GC.XPN.TOTL.GD.ZS
2003,,SSD,GC.XPN.TOTL.GD.ZS
2002,,SSD,GC.XPN.TOTL.GD.ZS
2001,,SSD,GC.XPN.TOTL.GD.ZS
2000,,SSD,GC.XPN.TOTL.GD.ZS
1999,,SSD,GC.XPN.TOTL.GD.ZS
1998,,SSD,GC.XPN.TOTL.GD.ZS
1997,,SSD,GC.XPN.TOTL.GD.ZS
1996,,SSD,GC.XPN.TOTL.GD.ZS
1995,,SSD,GC.XPN.TOTL.GD.ZS
1994,,SSD,GC.XPN.TOTL.GD.ZS
1993,,SSD,GC.XPN.TOTL.GD.ZS
1992,,SSD,GC.XPN.TOTL.GD.ZS
1991,,SSD,GC.XPN.TOTL.GD.ZS
1990,,SSD,GC.XPN.TOTL.GD.ZS
2021,,STP,GC.XPN.TOTL.GD.ZS
2020,,STP,GC.XPN.TOTL.GD.ZS
2019,,STP,GC.XPN.TOTL.GD.ZS
2018,,STP,GC.XPN.TOTL.GD.ZS
2017,,STP,GC.XPN.TOTL.GD.ZS
2016,,STP,GC.XPN.TOTL.GD.ZS
2015,,STP,GC.XPN.TOTL.GD.ZS
2014,,STP,GC.XPN.TOTL.GD.ZS
2013,,STP,GC.XPN.TOTL.GD.ZS
2012,,STP,GC.XPN.TOTL.GD.ZS
2011,,STP,GC.XPN.TOTL.GD.ZS
2010,,STP,GC.XPN.TOTL.GD.ZS
2009,,STP,GC.XPN.TOTL.GD.ZS
2008,,STP,GC.XPN.TOTL.GD.ZS
2007,,STP,GC.XPN.TOTL.GD.ZS
2006,,STP,GC.XPN.TOTL.GD.ZS
2005,,STP,GC.XPN.TOTL.GD.ZS
2004,,STP,GC.XPN.TOTL.GD.ZS
2003,,STP,GC.XPN.TOTL.GD.ZS
2002,,STP,GC.XPN.TOTL.GD.ZS
2001,,STP,GC.XPN.TOTL.GD.ZS
2000,,STP,GC.XPN.TOTL.GD.ZS
1999,,STP,GC.XPN.TOTL.GD.ZS
1998,,STP,GC.XPN.TOTL.GD.ZS
1997,,STP,GC.XPN.TOTL.GD.ZS
1996,,STP,GC.XPN.TOTL.GD.ZS
1995,,STP,GC.XPN.TOTL.GD.ZS
1994,,STP,GC.XPN.TOTL.GD.ZS
1993,,STP,GC.XPN.TOTL.GD.ZS
1992,,STP,GC.XPN.TOTL.GD.ZS
1991,,STP,GC.XPN.TOTL.GD.ZS
1990,,STP,GC.XPN.TOTL.GD.ZS
2021,,SUR,GC.XPN.TOTL.GD.ZS
2020,,SUR,GC.XPN.TOTL.GD.ZS
2019,,SUR,GC.XPN.TOTL.GD.ZS
2018,,SUR,GC.XPN.TOTL.GD.ZS
2017,,SUR,GC.XPN.TOTL.GD.ZS
2016,,SUR,GC.XPN.TOTL.GD.ZS
2015,,SUR,GC.XPN.TOTL.GD.ZS
2014,,SUR,GC.XPN.TOTL.GD.ZS
2013,,SUR,GC.XPN.TOTL.GD.ZS
2012,,SUR,GC.XPN.TOTL.GD.ZS
2011,,SUR,GC.XPN.TOTL.GD.ZS
2010,,SUR,GC.XPN.TOTL.GD.ZS
2009,,SUR,GC.XPN.TOTL.GD.ZS
2008,,SUR,GC.XPN.TOTL.GD.ZS
2007,,SUR,GC.XPN.TOTL.GD.ZS
2006,,SUR,GC.XPN.TOTL.GD.ZS
2005,,SUR,GC.XPN.TOTL.GD.ZS
2004,,SUR,GC.XPN.TOTL.GD.ZS
2003,,SUR,GC.XPN.TOTL.GD.ZS
2002,,SUR,GC.XPN.TOTL.GD.ZS
2001,,SUR,GC.XPN.TOTL.GD.ZS
2000,,SUR,GC.XPN.TOTL.GD.ZS
1999,,SUR,GC.XPN.TOTL.GD.ZS
1998,,SUR,GC.XPN.TOTL.GD.ZS
1997,,SUR,GC.XPN.TOTL.GD.ZS
1996,,SUR,GC.XPN.TOTL.GD.ZS
1995,,SUR,GC.XPN.TOTL.GD.ZS
1994,,SUR,GC.XPN.TOTL.GD.ZS
1993,,SUR,GC.XPN.TOTL.GD.ZS
1992,,SUR,GC.XPN.TOTL.GD.ZS
1991,,SUR,GC.XPN.TOTL.GD.ZS
1990,,SUR,GC.XPN.TOTL.GD.ZS
2021,42.3673684934443,SVK,GC.XPN.TOTL.GD.ZS
2020,42.1100121910824,SVK,GC.XPN.TOTL.GD.ZS
2019,38.0979921157923,SVK,GC.XPN.TOTL.GD.ZS
2018,37.1287832002824,SVK,GC.XPN.TOTL.GD.ZS
2017,37.0392854927539,SVK,GC.XPN.TOTL.GD.ZS
2016,40.3193736538256,SVK,GC.XPN.TOTL.GD.ZS
2015,40.6783469163369,SVK,GC.XPN.TOTL.GD.ZS
2014,40.0498953140123,SVK,GC.XPN.TOTL.GD.ZS
2013,40.0242603858589,SVK,GC.XPN.TOTL.GD.ZS
2012,39.1325775702987,SVK,GC.XPN.TOTL.GD.ZS
2011,39.0601443681058,SVK,GC.XPN.TOTL.GD.ZS
2010,39.5145792054508,SVK,GC.XPN.TOTL.GD.ZS
2009,41.9431939116331,SVK,GC.XPN.TOTL.GD.ZS
2008,34.8379095855697,SVK,GC.XPN.TOTL.GD.ZS
2007,34.8508787281228,SVK,GC.XPN.TOTL.GD.ZS
2006,36.9739601689895,SVK,GC.XPN.TOTL.GD.ZS
2005,38.5685975641289,SVK,GC.XPN.TOTL.GD.ZS
2004,37.2826789817952,SVK,GC.XPN.TOTL.GD.ZS
2003,39.7068446195437,SVK,GC.XPN.TOTL.GD.ZS
2002,44.2036122962049,SVK,GC.XPN.TOTL.GD.ZS
2001,43.8308376763311,SVK,GC.XPN.TOTL.GD.ZS
2000,52.1902129851671,SVK,GC.XPN.TOTL.GD.ZS
1999,46.8820690584542,SVK,GC.XPN.TOTL.GD.ZS
1998,43.5671583817901,SVK,GC.XPN.TOTL.GD.ZS
1997,44.8099257992386,SVK,GC.XPN.TOTL.GD.ZS
1996,51.600007137702,SVK,GC.XPN.TOTL.GD.ZS
1995,45.3218107685464,SVK,GC.XPN.TOTL.GD.ZS
1994,45.3218107685464,SVK,GC.XPN.TOTL.GD.ZS
1993,45.3218107685464,SVK,GC.XPN.TOTL.GD.ZS
1992,45.3218107685464,SVK,GC.XPN.TOTL.GD.ZS
1991,45.3218107685464,SVK,GC.XPN.TOTL.GD.ZS
1990,45.3218107685464,SVK,GC.XPN.TOTL.GD.ZS
2021,46.6165984713657,SVN,GC.XPN.TOTL.GD.ZS
2020,49.1075307851423,SVN,GC.XPN.TOTL.GD.ZS
2019,40.7895004063214,SVN,GC.XPN.TOTL.GD.ZS
2018,41.1450376558141,SVN,GC.XPN.TOTL.GD.ZS
2017,42.2981039649573,SVN,GC.XPN.TOTL.GD.ZS
2016,44.6747700849883,SVN,GC.XPN.TOTL.GD.ZS
2015,46.7222084667928,SVN,GC.XPN.TOTL.GD.ZS
2014,47.5336371357467,SVN,GC.XPN.TOTL.GD.ZS
2013,54.5726819204219,SVN,GC.XPN.TOTL.GD.ZS
2012,47.4901246961825,SVN,GC.XPN.TOTL.GD.ZS
2011,48.809028972781,SVN,GC.XPN.TOTL.GD.ZS
2010,47.3581596491482,SVN,GC.XPN.TOTL.GD.ZS
2009,46.3540530961616,SVN,GC.XPN.TOTL.GD.ZS
2008,41.1003969206339,SVN,GC.XPN.TOTL.GD.ZS
2007,39.9951581291865,SVN,GC.XPN.TOTL.GD.ZS
2006,42.5094777219212,SVN,GC.XPN.TOTL.GD.ZS
2005,43.9831561458944,SVN,GC.XPN.TOTL.GD.ZS
2004,43.6902957275516,SVN,GC.XPN.TOTL.GD.ZS
2003,44.4229734423929,SVN,GC.XPN.TOTL.GD.ZS
2002,44.6270962929415,SVN,GC.XPN.TOTL.GD.ZS
2001,43.21374792766785,SVN,GC.XPN.TOTL.GD.ZS
2000,41.800399562394205,SVN,GC.XPN.TOTL.GD.ZS
1999,40.38705119712055,SVN,GC.XPN.TOTL.GD.ZS
1998,38.9737028318469,SVN,GC.XPN.TOTL.GD.ZS
1997,37.56035446657325,SVN,GC.XPN.TOTL.GD.ZS
1996,36.1470061012996,SVN,GC.XPN.TOTL.GD.ZS
1995,34.73365773602595,SVN,GC.XPN.TOTL.GD.ZS
1994,33.3203093707523,SVN,GC.XPN.TOTL.GD.ZS
1993,33.3783061398683,SVN,GC.XPN.TOTL.GD.ZS
1992,32.1574472029956,SVN,GC.XPN.TOTL.GD.ZS
1991,32.1574472029956,SVN,GC.XPN.TOTL.GD.ZS
1990,32.1574472029956,SVN,GC.XPN.TOTL.GD.ZS
2021,32.9123112765962,SWE,GC.XPN.TOTL.GD.ZS
2020,34.8791012428256,SWE,GC.XPN.TOTL.GD.ZS
2019,31.331078945366,SWE,GC.XPN.TOTL.GD.ZS
2018,31.9437622149225,SWE,GC.XPN.TOTL.GD.ZS
2017,31.9272025376033,SWE,GC.XPN.TOTL.GD.ZS
2016,32.0365400392302,SWE,GC.XPN.TOTL.GD.ZS
2015,32.3526346696221,SWE,GC.XPN.TOTL.GD.ZS
2014,33.2570490627025,SWE,GC.XPN.TOTL.GD.ZS
2013,33.7230755160192,SWE,GC.XPN.TOTL.GD.ZS
2012,33.0085659544123,SWE,GC.XPN.TOTL.GD.ZS
2011,32.4393124120237,SWE,GC.XPN.TOTL.GD.ZS
2010,33.2647807382225,SWE,GC.XPN.TOTL.GD.ZS
2009,33.9399744476108,SWE,GC.XPN.TOTL.GD.ZS
2008,31.736209528083,SWE,GC.XPN.TOTL.GD.ZS
2007,31.2580555657034,SWE,GC.XPN.TOTL.GD.ZS
2006,32.0213798558723,SWE,GC.XPN.TOTL.GD.ZS
2005,33.1440132197253,SWE,GC.XPN.TOTL.GD.ZS
2004,32.7638120183341,SWE,GC.XPN.TOTL.GD.ZS
2003,33.7312964315474,SWE,GC.XPN.TOTL.GD.ZS
2002,33.5620434647837,SWE,GC.XPN.TOTL.GD.ZS
2001,33.2249813258469,SWE,GC.XPN.TOTL.GD.ZS
2000,34.5255086578739,SWE,GC.XPN.TOTL.GD.ZS
1999,36.3899679909289,SWE,GC.XPN.TOTL.GD.ZS
1998,37.4630202758707,SWE,GC.XPN.TOTL.GD.ZS
1997,38.3010990309446,SWE,GC.XPN.TOTL.GD.ZS
1996,40.0926432438313,SWE,GC.XPN.TOTL.GD.ZS
1995,42.6257028989463,SWE,GC.XPN.TOTL.GD.ZS
1994,42.0091779615586,SWE,GC.XPN.TOTL.GD.ZS
1993,44.2802532993136,SWE,GC.XPN.TOTL.GD.ZS
1992,39.7647892485493,SWE,GC.XPN.TOTL.GD.ZS
1991,36.6808317736331,SWE,GC.XPN.TOTL.GD.ZS
1990,35.2245335626687,SWE,GC.XPN.TOTL.GD.ZS
2021,24.9761458493158,SWZ,GC.XPN.TOTL.GD.ZS
2020,26.2531517548324,SWZ,GC.XPN.TOTL.GD.ZS
2019,25.4026601031647,SWZ,GC.XPN.TOTL.GD.ZS
2018,26.673457591593,SWZ,GC.XPN.TOTL.GD.ZS
2017,27.2251535947232,SWZ,GC.XPN.TOTL.GD.ZS
2016,27.921171461377,SWZ,GC.XPN.TOTL.GD.ZS
2015,26.9254540365554,SWZ,GC.XPN.TOTL.GD.ZS
2014,25.5091090344802,SWZ,GC.XPN.TOTL.GD.ZS
2013,23.91968253511635,SWZ,GC.XPN.TOTL.GD.ZS
2012,22.3302560357525,SWZ,GC.XPN.TOTL.GD.ZS
2011,22.2232824611369,SWZ,GC.XPN.TOTL.GD.ZS
2010,24.6869629074883,SWZ,GC.XPN.TOTL.GD.ZS
2009,25.8952401335649,SWZ,GC.XPN.TOTL.GD.ZS
2008,26.0359311779577,SWZ,GC.XPN.TOTL.GD.ZS
2007,21.4748625147629,SWZ,GC.XPN.TOTL.GD.ZS
2006,22.2494891148038,SWZ,GC.XPN.TOTL.GD.ZS
2005,20.8821053586286,SWZ,GC.XPN.TOTL.GD.ZS
2004,19.5804568176754,SWZ,GC.XPN.TOTL.GD.ZS
2003,19.8097766395404,SWZ,GC.XPN.TOTL.GD.ZS
2002,19.1087485828513,SWZ,GC.XPN.TOTL.GD.ZS
2001,16.9105152756296,SWZ,GC.XPN.TOTL.GD.ZS
2000,16.3508338447781,SWZ,GC.XPN.TOTL.GD.ZS
1999,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1998,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1997,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1996,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1995,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1994,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1993,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1992,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1991,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
1990,23.0278741223247,SWZ,GC.XPN.TOTL.GD.ZS
2021,,SXM,GC.XPN.TOTL.GD.ZS
2020,,SXM,GC.XPN.TOTL.GD.ZS
2019,,SXM,GC.XPN.TOTL.GD.ZS
2018,,SXM,GC.XPN.TOTL.GD.ZS
2017,,SXM,GC.XPN.TOTL.GD.ZS
2016,,SXM,GC.XPN.TOTL.GD.ZS
2015,,SXM,GC.XPN.TOTL.GD.ZS
2014,,SXM,GC.XPN.TOTL.GD.ZS
2013,,SXM,GC.XPN.TOTL.GD.ZS
2012,,SXM,GC.XPN.TOTL.GD.ZS
2011,,SXM,GC.XPN.TOTL.GD.ZS
2010,,SXM,GC.XPN.TOTL.GD.ZS
2009,,SXM,GC.XPN.TOTL.GD.ZS
2008,,SXM,GC.XPN.TOTL.GD.ZS
2007,,SXM,GC.XPN.TOTL.GD.ZS
2006,,SXM,GC.XPN.TOTL.GD.ZS
2005,,SXM,GC.XPN.TOTL.GD.ZS
2004,,SXM,GC.XPN.TOTL.GD.ZS
2003,,SXM,GC.XPN.TOTL.GD.ZS
2002,,SXM,GC.XPN.TOTL.GD.ZS
2001,,SXM,GC.XPN.TOTL.GD.ZS
2000,,SXM,GC.XPN.TOTL.GD.ZS
1999,,SXM,GC.XPN.TOTL.GD.ZS
1998,,SXM,GC.XPN.TOTL.GD.ZS
1997,,SXM,GC.XPN.TOTL.GD.ZS
1996,,SXM,GC.XPN.TOTL.GD.ZS
1995,,SXM,GC.XPN.TOTL.GD.ZS
1994,,SXM,GC.XPN.TOTL.GD.ZS
1993,,SXM,GC.XPN.TOTL.GD.ZS
1992,,SXM,GC.XPN.TOTL.GD.ZS
1991,,SXM,GC.XPN.TOTL.GD.ZS
1990,,SXM,GC.XPN.TOTL.GD.ZS
2021,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2020,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2019,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2018,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2017,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2016,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2015,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2014,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2013,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2012,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2011,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2010,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2009,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2008,24.61714608499,SYC,GC.XPN.TOTL.GD.ZS
2007,30.447645535025,SYC,GC.XPN.TOTL.GD.ZS
2006,31.7796816027708,SYC,GC.XPN.TOTL.GD.ZS
2005,28.6533272923078,SYC,GC.XPN.TOTL.GD.ZS
